id,language,clean_text,task1,task2,emotion
6204,es,la empieza todo hay onumujeres que mandan en temas de mujeres son feministas radicales hasta han aconsejado los pases que slo se encierre la crcel los hombres no las mujeres,sexist,ideological-inequality,anger
6205,es,me cago en la puta ya ver si te crees que me va dar un ataque de ansiedad porque por ejemplo se me ha ocurrido pensar cmo sera si toda mi familia muriese la solucin va ser que me relaje mire la vida con una sonrisa,non-sexist,non-sexist,joy
6206,es,re si hablas sobre los crmenes horribles que muchos hombres les hacen las mujeres por ser mujeres viene un vato que te viene explicar una madre que nunca en su puta vida va entender nunca lo vivir,sexist,misogyny-non-sexual-violence,sadness
6207,es,idealizar el amor idealizar personas es lo mismo para las mujeres por eso estn con hombres violentos violencia no son slo golpes control robar su tiempo las mujeres sobrecargndolas de tareas que se deberan repartir para ellas es muy difcil reconocer esto,sexist,stereotyping-dominance,anger
6208,es,voy citar rollo en sta manej casi dos horas para un chico quien escriba otras chicas frente las mujeres prefieren compartir un alfa que ser montadas por un beta fiel rationalmale redpill bjalasdelpedestal andrsfera masculinidad mgtow,sexist,misogyny-non-sexual-violence,joy
6209,es,sois unos fachas si una mujer quiere cobrar por engendrar un nio que lo haga si quiere cobrar por follar que lo haga que sois unos,non-sexist,non-sexist,anger
6210,es,nunca ni ni ningn noble si hace falta nos dejamos sodomizar hasta por pocholo,non-sexist,non-sexist,joy
6211,es,estaba absolutamente equivocada pues claro que era atractiva para siempre lo haba sido sobre todo cuando se enamor de ella ahora para era una autntica diosa ojal pudiera verse igual que la veaapret los labios observndola mientras parpadeaba,non-sexist,non-sexist,joy
6212,es,bbysssmi amiga alexa ocupa una buena cojquien se la daaaa disp hasta las hermosa rubia busto grande cuerpaso atractiva,sexist,sexual-violence,joy
6213,es,que no tocado baln dice jajajajaja pero messi acaso jugado que partido has visto apaga la consola anda fregarrr doblete de,sexist,stereotyping-dominance,fear
6214,es,muchas gracias me he emocionado como una nia pensando en lo padres de mara joaqun ana le mando un abrazo,sexist,stereotyping-dominance,joy
6215,es,feminismo sepamos bien estas cuestiones fundamentales feminismo es un movimiento que fue cambiando lo largo del tiempo tiene sentido que tenga tener fallas falencias no est completamente definido acordado por todas las mujeres que lo integran,sexist,ideological-inequality,joy
6216,es,este es el bar donde el jefe an es peor que la guarra esta,sexist,misogyny-non-sexual-violence,fear
6217,es,siempre que digo cosas sobre el feminismo alguien me salta en plan es que ahora las feministas quereis estar por encima del hombre ahora las leyes van vuestro favor bla bla,sexist,ideological-inequality,joy
6218,es,bueno te voy contestar lo de la pala feminismo quiere que las mujeres agarren la pala porque justamente forma parte de la equidadsi hoy en da hay albailes hombres es porque justamente el feminismo no est presente si el feminismo estuviera habra,non-sexist,non-sexist,joy
6219,es,el reportaje es super claro de hombres no participa en la crianza pero obvio que tenan que salir los notallmen,non-sexist,non-sexist,joy
6220,es,sumisa reprimida era el papel de la mujer en la antigua grecia,sexist,stereotyping-dominance,fear
6221,es,sabidura la escogi como madre de su nico hijo porque lo que vio en ella no lo vio en ninguna otra mujer maria sin duda la imagen de la mujer que todas deberamos ser mujer obediente conforme al corazn de dios como cristiana en la iglesia donde me congrego,sexist,stereotyping-dominance,joy
6222,es,muy interesante que posiblemente no sepamosjayne mansfield el mito de la rubia tonta,sexist,stereotyping-dominance,joy
6223,es,broma de un panafresco heterito de mi clase es legal abortar no es legal pegar las mujeres,sexist,misogyny-non-sexual-violence,joy
6224,es,parece que ha tenido un buen entrenamiento seoritacoment con una suave sonrisa por el contrario estaba fresco como una rosa pero ya llevaba algn tiempo haciendo ejercicio,non-sexist,non-sexist,joy
6225,es,manspreading la japonesa en verano de kikujiro,non-sexist,non-sexist,anger
6226,es,en el al hablar sobre empoderamiento liderazgo femeninouna mujer empoderada no critica otras mujeres seamos de las mujeres que entusiasman otras,non-sexist,non-sexist,fear
6227,es,hoy les pedimos las los legisladores que voten en favor de la salud de las mujeres nias cuerpos gestantes sanluis hay nia obligada parir cada das por ao hay internaciones por abortos inseguros hagamoshistoria abortolegalesvida abortolegal,sexist,stereotyping-dominance,joy
6228,es,para el papafrancisco no solo la virgenmara es exclusivamente ahora es tambin una muy,sexist,stereotyping-dominance,joy
6229,es,generalizo sobre las mujeres hombres que he conocido en mi vida obviamente no puedo hablar sobre todos por que no los conozcolamentablemente solos conozco una mujer actualmente que merezca la pena an tiene tiempo para cagarla,sexist,misogyny-non-sexual-violence,joy
6230,es,graciaspetita porque haber logrado en la que los estados de la regin tengan que promover el empoderamiento de las nias impugnen las normas los estereotipos patriarcales prevenir revertir todo tipo de discriminacin justiciaporpaola,sexist,stereotyping-dominance,fear
6231,es,mujeres no necesito un hombre en mi vidasociedad bravo mujer empoderada valiente ejemplo de vidavarones no me quiero casarsociedad machista odias las mujeres,sexist,ideological-inequality,joy
6232,es,que propone la frgida odiadora del rosa para regalo de reyeses por saberlo no sea que vaya comprarlo por error cree un trauma los nios nias,sexist,misogyny-non-sexual-violence,fear
6233,es,yo pensaba que grell era no binaria porque siempre se refiere misma como una seorita pero nunca le ha dado importancia que el resto de personajes la traten de hombreacabo de leer gente decir que yana toboso ha confirmado que es una mujer trans dnde est eso,non-sexist,non-sexist,joy
6234,es,me encanta que estadsticas demostrando que la mujer histricamente carga con tareas domsticas que el hombre pero ac juan acaba de tirar abajo el patriarcado con su sola existencia notallmen,sexist,stereotyping-dominance,joy
6235,es,concuerdo pero fue ud quien llam al ministerio de la mujer feminista lo mismo pasa con el inamu no es correcto usar la palabra feminista si se considera que no hay igualdad de gnero en esa institucin el trmino correcto es masculinismo,sexist,ideological-inequality,joy
6236,es,me siento la rubia tonta de la pelcula que ha hecho un proyecto sper cute pero no va porque es tonta,sexist,stereotyping-dominance,joy
6237,es,la luna su significado en el arte es femineidad la homosexualidad masculina siempre se le ha arribuido caracteristicas femeninas estereotipos se le ha sealado en femenino bujarra nenaza etc es decir siendo menos hombre ya que rompe la heterosexualidad obligatoria,non-sexist,non-sexist,joy
6238,es,zorras me apunto,non-sexist,non-sexist,fear
6239,es,nenaza llorn,sexist,stereotyping-dominance,fear
6240,es,con su carita de mojigata bien administradatremenda bandida,sexist,misogyny-non-sexual-violence,joy
6241,es,cuando les importa hacerles parir nias adolescentes mujeres que darles calidad de vida las vidas que ya nacieron la hipocresa del lema salvemoslasvidasabortolegalabortolegalesvida,non-sexist,non-sexist,anger
6242,es,pero querida seguro vos debes tener alguna opinin sobre si el aborto debe ser legal no dale compartila las dems mujeres deben ser libres no,non-sexist,non-sexist,joy
6243,es,alguna feminazi con cualquiera menos con su mano,sexist,ideological-inequality,fear
6244,es,por que las mujeres no pueden acostar con muchos antes de casarse le di tantas iras la orientadora que me nos dijo ud sealando kis compaeras no se acuesten con cualquiera me dice mi acustate con quien te de la gana,sexist,objectification,joy
6245,es,no te preocupes por eso preocupate por jess ten cuidado con el te quiere violar,sexist,sexual-violence,anger
6246,es,si tanta lagartona suelta nomas anda ver quien se deja,sexist,stereotyping-dominance,fear
6247,es,de pende si ella es superficial arauz hubiera un montn de dinero obvio le haran caso ese tipo de mujeres como dije ya depende de la mujer hay mujeres amamos sean guapos feos con dinero sin dinero lo nico malo es que hay pocas mujeres as hoy en da,sexist,misogyny-non-sexual-violence,anger
6248,es,retrasado segn el festejamos nos miles de mujeres que mueren por asesinar de manera clandestina sus hijos,non-sexist,non-sexist,fear
6249,es,muy obediente toma aciento sin perder de vista la mujer sin dejar de ver sus pronunciadas curvas recorriendolas con su mirada pcara con esa malisiosa sonrisa en el rostro slo no te apures quiero disfrutar el ser purificado por ti,sexist,objectification,joy
6250,es,no es mas fcil menos riesgoso follar responsablemente as no matar un bebe arriesgar la vida de la mujer en ese proceso ni que no existieran mtodos anticonceptivos de fcil acceso baratos la gente igual son poco responsables,non-sexist,non-sexist,anger
6251,es,ya va me dicen que ariel es negra por la diversidad pero ursula es una mujer rubia con pintas de modelorsula hasta all le llega la supuesta diversidad disneycunto se nota que no quieren que le baneen la pelcula en pases no occidentales,non-sexist,non-sexist,joy
6252,es,hombre es que es el recurso de moda recuerdo an la que se lo con game por la escena de las mujeres cuando algo les hace dao en su toxicidad es no lo han hecho real lo han hecho por poltica marketing,non-sexist,non-sexist,joy
6253,es,cuando el masculinismo lo intent fracas perdieron la esperanza an serviran de algo si las feministas no hubieran frenado todos cada uno de sus proyectos ahora para ayudar los hombres solo queda mgtow,sexist,ideological-inequality,fear
6254,es,adems encuentro tambin el paralelismo con el cuir en que ignora las condiciones materiales de la mayora de las mujeres del mundo que no pueden elegir una mierda,sexist,ideological-inequality,fear
6255,es,comentario machista no haba no claramente no les importa la vidacomo dicen si no mantener la mujer sumisa callada sufriendo,sexist,stereotyping-dominance,joy
6256,es,adems cuando los hombres te alaban solo tienen en mente una cosa follarme gustara decir que es una mala generalizacin pero nosi te hacen cumplidos es porque te ven como posible conquistathe end,sexist,sexual-violence,fear
6257,es,piensa al como un espartano como un hombre de una sola pieza no como un puerarca del fightclubaunque haya algunos adolescentes eternos en la comunidad que se hacen llamar hombres libres que no te confundan redpill bjalasdelpedestal rationalmale andrsfera,sexist,ideological-inequality,joy
6258,es,ira pero an as te lo digo porque lo vaya culo guarra,sexist,objectification,joy
6259,es,dejalos esta la van defender nomas porque esta atractiva puro pervertido como jugadora es malisima debera salir del club al igual que su hermana fin la hopotesi,sexist,objectification,joy
6260,es,seguramente es lo mismo expresar un repudio verbal generalizado que violar torturar matar po,sexist,misogyny-non-sexual-violence,anger
6261,es,empoderamiento selectivo es feminismo,sexist,ideological-inequality,fear
6262,es,buenociertamente hay que ver primero las causas que hacen esa quera ya cada caso es distinto hay un gran depende hay abortan porque se sienten desprotegidas por el hombrehay les vale tiene su pero le meten su,sexist,stereotyping-dominance,fear
6263,es,tenemos ya suficientes frentes abiertos significa que lo de las lesbianas nunca toca aprendamos del pasado gracias todas las mujeres lesbianas no lesbianas que no se callan ante la lesbomisoginia del feminismo abolicionista mejor llamado androcentrismo de masas,sexist,ideological-inequality,joy
6264,es,emilia pardo bazn hbenito prez galds te como las tetas guarra,sexist,sexual-violence,joy
6265,es,hola hermosa que preciosas tetas tienes,sexist,sexual-violence,joy
6266,es,sobre esa mujer empoderada de la familia un ejemplo una leyenda una estrella que se apaga pero sigue brillandogracias por ese cuirta al corazn cuando crea que no lo necesitabawhat died didnt stay deadyoure alive youre alive in head,non-sexist,non-sexist,sadness
6267,es,los que siguen pensando en contra de la biologa de la razn que las mujeres deben decidir por su cuerpo pensando que el feto es parte de su cuerpo no un ser totalmente distinto la madre lean un poco de gentica,non-sexist,non-sexist,joy
6268,es,es ni era modelo solo la seguia mucho porq me enteraba del feminismo de haya pero esto fue un golpe fuerte,non-sexist,non-sexist,anger
6269,es,me quiero follar shrek sus deliciosas curvas me excitan demasiado tanto que me hacen llegar al orgasmo de solo verlas me gustaria darle unas fuertes nalgadas sus verdes suaves pompas joder me tienes demente no puedo verte en el supermercado porque se me pone dura,non-sexist,non-sexist,joy
6270,es,muy mal la chica de la falda corta tacn altoirrespetuosa,sexist,objectification,fear
6271,es,que el truco para salvar star wars era volver insuflar de testosterona todas las nuevas series que estn en caminoles pudo que la ltima triologa la protagonizase una mujer junto con un stormtrooper negro una rebelde asitica una almirante de pelo rosa,non-sexist,non-sexist,anger
6272,es,es que me gustas feer rebelde mujer hermosa,sexist,objectification,anger
6273,es,qu privilegios tenemos las mujeres de verdad es alucinante el dao que le estis haciendo al feminismo las pocas polticas pblicas de accin positiva hacia las mujeres conseguidas hasta ahora,sexist,ideological-inequality,joy
6274,es,mira iata vamos dejarlo que puedo ser tu padre cuando sepas real mente lo que ha pasado hablas,non-sexist,non-sexist,joy
6275,es,lo de va quedar en los anales dela historiase salva algunoentre los que tienen antecedentes los que suean en azotar hasta sangrar mujeres claro no se libra ni el tato,sexist,misogyny-non-sexual-violence,fear
6276,es,justo lo dice poco eliminaran la violencia machista del hombre hacia la mujertotal es cuestin de generos sentidoso no son conscientes del dao hacen al feminismo son muy pero que muy mala gente muy vendidosah privilegios se os ve mucho el plumero,sexist,ideological-inequality,anger
6277,es,dices que odio ser mujer por no querer un pito pero solo te sientes bien con uno adems de que revisas la anatoma masculina que la femenina para disque sentirte mejor querer una inspida vida sexual propsito no suena como amor propio pero pues eres bi,non-sexist,non-sexist,joy
6278,es,igual yo estoy muy informada pero se la mujer no siempre lo practica como sumisa aveces es al reves,sexist,stereotyping-dominance,fear
6279,es,las zorras pidiendo la hora desde el jaja,sexist,misogyny-non-sexual-violence,anger
6280,es,solo para mujeres es habas escuchado lo de la cosificacin femenina antes de aparecer las locas ests lo del empoderamiento enga ya que se vayan al mismsimo carajo uy no caraje,sexist,ideological-inequality,fear
6281,es,como me putas castra no poder moverme sola soy mujer odio aqu,non-sexist,non-sexist,fear
6282,es,putas les aparece que les sigo,non-sexist,non-sexist,anger
6283,es,ayer perra empoderada hoy perra atropellada,sexist,misogyny-non-sexual-violence,fear
6284,es,mujersumisase caracteriza porserhumilde dcil obediente subordinada rendida subyugada ante otra persona bien sea su jefe pareja amigo otro esposaliberal esposaculona sabadodeganarsegidores,sexist,stereotyping-dominance,anger
6285,es,oigan por qu mucha gente dice cosas como la mujer no tiene la culpa de que tu novio te haya puesto el cuerno claro que siiii muchas veces las mujeres buscan al hombre saben que tienen novia van meterse con ellos hasta bloquean una pa no darse cuenta segn,sexist,stereotyping-dominance,joy
6286,es,carne sin consciencia voluntad propia meros agujeros creados para el placer de su nuevo amo verdugo sus manos la cazaron de esas inflamadas mejillas iniciando un,sexist,misogyny-non-sexual-violence,joy
6287,es,qu envidia de fuerzas armadas una brava oficial espaola se queja lgrima viva de la inexistencia de baos femeninos en su cuartel ha sido expedientada por sus quejas la nenaza pensar que en una batalla las mujeres se las respeta la vida sus cuerpos sin mcula,sexist,misogyny-non-sexual-violence,fear
6288,es,esto denisse los hombres dependemos de la mujer solo cuando la mayora de las mujeres despierte como has hecho todo cambiar dependemos totalmente de la inteligencia de la mujer,sexist,stereotyping-dominance,joy
6289,es,marico es sorprendente como un programa de netflix cuya demografa son mujeres tiene un elenco que todas las mujeres detestanpero te dirn que es culpa de los hombres somehow,sexist,ideological-inequality,anger
6290,es,esa es la fuerza femenina mexico oportunismo no importa lado estn sigue siendo oportunismo la lucha millones mujeres no las feminazis tambin son oportunistas se desvirta por culpa todas aquellas solo buscan el poder el dinero,sexist,ideological-inequality,joy
6291,es,hoy en nuestra seccin de raepiega os traemos un concepto que sigue haciendo mucho dao las mujeres el amorromantico,sexist,ideological-inequality,joy
6292,es,yo no necesito un hombre el hombre me necesita mi,non-sexist,non-sexist,fear
6293,es,urita traidora tarada boba turrita trolita pajera intil pajeadora de burros ratita fanfarrona conchuda re pelotuda de mierda catadora de chotas africanas drogadicta vieja concha peluda urpiluda tasuda de mierda frgida chupadora de huevos culiapingo estupid,sexist,misogyny-non-sexual-violence,joy
6294,es,prximamente las mecas van tener una denuncia por acoso sexual seguir informando,sexist,sexual-violence,anger
6295,es,uno entra las redes sociales en plena poca de feminismo de empoderamiento se est creando el mismo estigma de mujer todas quieren hacer lo mismo les gusta lo mismo no est mal se inspiren pero es bonito tambin que seamos admiradas por otras cosas interesantes,sexist,ideological-inequality,joy
6296,es,serass zorra encima poniendolo aqui en las redes odio,sexist,misogyny-non-sexual-violence,joy
6297,es,casos nuevos espero que la chica que se toma un trago se pone violenta est bien,sexist,stereotyping-dominance,anger
6298,es,me parece que en esas dos fotos hay poca informacin como para poder opinar sobre la vida la relacin del padre con su hija que habra que evitar comentar quiza me equivoco pero uno cuando no sabe hay que evitar comentarios como el feminismo les est quemando la cabeza,sexist,ideological-inequality,joy
6299,es,,sexist,ideological-inequality,fear
6300,es,me quiero follar al osito bimbo sus deliciosas curvas me excitan demasiado tanto que me hacen llegar al orgasmo de solo verlas me gustara darle unas fuertes nalgadas sus blancas suaves pompas joder me tienes demente ni puedo verte en el supermercado porque se me pone dura,non-sexist,non-sexist,joy
6301,es,no le hagas caso viste que es colibr las mujeres le deben dar asco jajaja,sexist,misogyny-non-sexual-violence,joy
6302,es,todo el mundo llamandola guarra pues llamadme cerda me parece que est muy recogido en comparacin mi habitacin,sexist,stereotyping-dominance,fear
6303,es,las mujeres que se relacionan con varones son las vulneradas sufrir violencia por parte de ellos entiendo qu privilegios te refers pero la verdad es que ninguna mujer en general obrera en particular es privilegiada,sexist,stereotyping-dominance,fear
6304,es,son muy tarados por lo general las mujeres en la derecha les vuelan el traste un milln de veces las de izquierda en cuanto belleza,sexist,objectification,anger
6305,es,sociolistos xoxoministerio de la mujer florero de no funciona es una farsa como todo el desgobierno social comunista,sexist,ideological-inequality,joy
6306,es,esperas sororidad apoyo de las mujeres cuando vos empezas insultar decir que las feministas son unas falsas que pasa mamu queres el apoyo de las feministas estas frustrada con vos misma anda un tiempito terapia tratar tu odio hacia las feministas,sexist,ideological-inequality,anger
6307,es,androcentrismo en el mbito de la salud con la la pandemia de las violencias contra las mujeres,sexist,misogyny-non-sexual-violence,anger
6308,es,no se puede hacer nada contra esas mujeres que ponen las denuncias falsas deberan ser juzgadas quitarles la custodia de sus hijos eso para empezar,sexist,ideological-inequality,fear
6309,es,te falt decir mujer florero de ferreras,sexist,stereotyping-dominance,fear
6310,es,pero cmo vas fregar el pollo con fairy putsima anormal,non-sexist,non-sexist,fear
6311,es,no queremos borrarlo simplemente es como las mujeres que dicen que no se sienten representadas por el feminismo no vamos parar porque haya cuatro personas en el colectivo en contra,sexist,ideological-inequality,fear
6312,es,me quiero follar al osito bimbo sus deliciosas curvas me excitan demasiado tanto que me hacen llegar al orgasmo de solo verlas me gustara darle unas fuertes nalgadas sus blancas suaves pompas joder me tienes demente ni puedo verte en el supermercado porque se me pone dura,non-sexist,non-sexist,joy
6313,es,los estadounidenses son tipo bueno vivo en un pas donde la gente prefiere morir antes que pagar una factura mdica dnde el sistema de escolar pblico es muy decadente pero en esta serie de la edad media han matado una mujer por follar,sexist,misogyny-non-sexual-violence,joy
6314,es,se me hace muy chistoso por no decir que me emputa un chingo el mansplaining cientfico hoy nos topamos con el artculo androcentrismo ciencia filosofa de la ciencia,non-sexist,non-sexist,joy
6315,es,por esoresulta que un hombre te explota tens techo de cristal acaso las mujeres no actuamos igualo ella le ofreci la posibilidad de estudiar salir de ese tipo de trabajo su empleada la mayora de las mujeres lo hacemucha hipocresa,non-sexist,non-sexist,fear
6316,es,prefijo anti no es que en contra de yo prefiero abogar por el masculinismo,sexist,ideological-inequality,anger
6317,es,me voy vengar por la paliza que me diste de cro usando solo tu seviper prepara el culo guarra,sexist,misogyny-non-sexual-violence,joy
6318,es,son feministas pero quieren las mujeres en casa educando los hijos menos mal que hay justicia menstrual,sexist,ideological-inequality,joy
6319,es,fin la guarra esta,sexist,misogyny-non-sexual-violence,fear
6320,es,que aun encima eres padre estas metiendo con menores dicindoles zorras noseq que fregar buenisima jajaja,non-sexist,non-sexist,anger
6321,es,firmo tetas quien quiere,sexist,sexual-violence,fear
6322,es,muy igual no sera si todos los das hay un caso de violacion asesinato la mujer cuantas muertes al ao hay de mujeres hombres comparadas con las de hombres mujeres,sexist,misogyny-non-sexual-violence,fear
6323,es,las mujeres de verdad son capaces no quejumbrosas ni ofendidas,sexist,stereotyping-dominance,fear
6324,es,antes los jugadores de ftbol jugaban as se hayan ido de farra de chupa en una orga con de mujeres sin dormir nadahoy en da no juegan porque se fueron su peluquera spa preferida ponerse un pedazo de cabello color miel de abejanuevas masculinidades,non-sexist,non-sexist,joy
6325,es,follar la mente de una mujer es un vicio refinado para los entendidos todos los dems se conforman con el cuerpo charles bukowski,sexist,objectification,joy
6326,es,los tos demostrando que pueden ser incongruentes una ta ideal es esa con la que puedes pasar la tarde bebiendo cervezas comiendo patatas fritas hasta reventar que eructa tan fuerte como mi amiga marta es exactamente as quin la gorda marimacho,sexist,objectification,joy
6327,es,una cosa que empece hacer me cambio la vida es hacerles manspreading los seores me lo hacen pero ademas fingiendo no me entero simplemente abro las piernas hasta los topes se me quedan mirando en plan pero bueno esta ocupando mi sitio,non-sexist,non-sexist,joy
6328,es,leyendo comentarios las mujeres dicen siempre me tengo que apartar los hombres dicen siempre me choco se entiende la sutil diferenciaque que notallmen bla bla bla si no lo haces toma tu pin,non-sexist,non-sexist,joy
6329,es,abuelami tata es muy seguidora me dice ponme en la tele el canal hoy le levantaban el castigo estos cabrha sido ponrselo est una diciendo suelta igual golfa que la madre,non-sexist,non-sexist,anger
6330,es,vosotros no tenais un individuo acusado por su exmujer de malos tratos nunca vi ningn yositecreo en ese momento las mujeres maltratadas por socialistas no tienen credibilidad pregunto,sexist,misogyny-non-sexual-violence,joy
6331,es,hay una seoritas ac muy famositas adems que creen que tiene el manual perfecto en todo que joden joden critican por que las invitan no un motel nos dicen bsicos con todo el respeto hay siguen detrs de un pip siempre disculpen la franqueza,sexist,misogyny-non-sexual-violence,joy
6332,es,kandela yo soy el primero que las mira te da toda la razn pero yo lo nico que quera decir es que no solo somos los hombres los violentos que parece que solo somos nosotros los que hacemos dao en ningn momento he intentado dejar en mal posicin las mujeres,sexist,ideological-inequality,anger
6333,es,androcentrismo no saba que tuviera que haber mujeres la fuerzaa la fuerza no tendra que haber mujeres de manera natural vosotros os identificis con el ser humano neutral las mujeres tenemos que creer que estamos representadas al final siempre es que no,sexist,ideological-inequality,joy
6334,es,eso es horrible si pero el feminismo va mucho mas all refiere la equidad el empoderamiento la contribucin al desarrollo el intelecto tantas cosas logradas en tantos aos que lamentablemente son desprestigiadas por chicas en topless gritando en las calles,sexist,ideological-inequality,sadness
6335,es,jaajajajaj que malo es la nenaza de griizmaaan jsjajajaja,sexist,stereotyping-dominance,anger
6336,es,escucha esto esto va pa las mujeres bajitas las mujeres que son as mu pequeitases que son tan adorables de verda no quiero decir que las altas no me gustenpero es que son tan adorables tan pequeitas ohsi tienes alguna amiguita as mencionala aqu,sexist,objectification,joy
6337,es,mira las estadsticas de delitos las crceles los hombres son agresivos violentos que las mujeres en una barbaridad de diferencia que el que es bueno es muy bueno pero el que quiere hacer dao no le le para ninguna mujer ya puedes inventar ladrar lo que quieras,sexist,misogyny-non-sexual-violence,anger
6338,es,aun siendo legalpor temor pena no acudirian lugares especializadosimagina la seorita que se embaraza en una aventura como lo van ver sus allegadosno es un metodo anticonceptivoy si hay casos que en realidad lo ameritanviolacionesetc,non-sexist,non-sexist,fear
6339,es,maestro sabina cantaba porque ya no le importasiempre tuvo la frente muy altala lengua muy largay la falda muy corta,sexist,objectification,fear
6340,es,los siento muy niatalas prefiero maduras,sexist,objectification,fear
6341,es,dios hizo la mujer rebelde pero no le gust prefiri que dios le hiciese otra con el hueso del pene eva la rebelde lilith se march con lucifer,sexist,misogyny-non-sexual-violence,anger
6342,es,este si es un buen ejemplo de ser una mujer berracaaaa esta care nalga si vale su peso en oro es la cara visible de las mujeres muiscas que son la mayoria en este pais que sale adelante asi tenga mil responsabilidades me siento orgulloso de ella la admiro mal,sexist,stereotyping-dominance,joy
6343,es,entonces feminismo radical solo defiende la mujer tradicional osea que es mujer desde nacimiento pero si eres trans no que significa sujeto poltico una pregunta tranqui no quiero generar bardo ni mucho menos solo quiero sacarme una duda,sexist,ideological-inequality,fear
6344,es,sos mujer quers igualdad de oportunidades respeto consideracin como cualquier otro ser humano no poder para someter los hombres otras mujeres,non-sexist,non-sexist,joy
6345,es,no todos los hombres son basura,non-sexist,non-sexist,fear
6346,es,por qu hablan de feminismo si ni siquiera saben qu hijueputas es no se cansan de hacer el ridculo,sexist,ideological-inequality,anger
6347,es,que valientes que son pegndole una mujer cuando llevan un hombre que asesin una joven delante de sus hijos lo tapan lo llevan como protegiendo,sexist,misogyny-non-sexual-violence,fear
6348,es,ok ya andaba viendo tu perfil buscando rasgos de mujer jajajajajaja,non-sexist,non-sexist,joy
6349,es,se hacen las chicas boludo la pones en urgencias se quedan paradas sin saber que hacer ridculas,sexist,misogyny-non-sexual-violence,fear
6350,es,gran dao le hacen las mujeres que dan las grandes batallas por las reivindicaciones de todas todos que deberia ser el gran feminismo asi como lo asumen las mujeres en las regiones que se espantan con ese feminismo,sexist,ideological-inequality,joy
6351,es,pap viene mi caja me dice mi hija se hizo seorita soy solo no cual llevarle vos sabes me trajo como paquetes yo re tuve que llamar una auxiliar ella lo ayudo,non-sexist,non-sexist,joy
6352,es,lo que se nota es que te toque es bueno porque de alguna manera te ayudo no ser presa fcil de la charlatanera triste es vivir pensando en que si el otro no esta que hago la mujer debe entender que ese amor es un arma de doble filo suerte,sexist,stereotyping-dominance,sadness
6353,es,mintras otras muestran los pies el color del esmalte esnobea sacndose fotos en el diario del maridofabiola ayuda los vulnerados no es mujer florero ni esclavista de nios en talleres clandestinos,sexist,stereotyping-dominance,fear
6354,es,ya twitter se convertido en una red donde las mujeres si no ensean su cuerpo no son felicesse supone que uno se cuida para uno uno no para estar de presumiendopero eso las cabezas huecas no lo entiendenuna mujer no ne necesita ser florero,sexist,objectification,fear
6355,es,pues valla mierda de programa la patio es malsima una niata de mierda es pattica,sexist,misogyny-non-sexual-violence,joy
6356,es,uno como debate si obligaron una nia de diez aos para violarla uno cmo es que sabe eso melissa,sexist,sexual-violence,joy
6357,es,imposible conseguir un estupido corpio que te quede bien de espalda tetas,non-sexist,non-sexist,sadness
6358,es,no dicho que las mujeres tienen la culpa tengo hermanassobrinas aprendido convivir con ellaslas quieros todaspor eso lamento cuando leo casos como estey me pregunt cmo las mujeres pueden amar tipos violentos,sexist,ideological-inequality,anger
6359,es,dice que las mujeres deben irse la cocina porque no saben de coches no soportara que una mujer lo superara vaya manera de demostrar que se es un gran imbcil al volante,sexist,stereotyping-dominance,joy
6360,es,tia pareces literalmente una votante de vox neons de esas que va pegar knes mujeres trans gente racializada despus de tomarse unas cuantas cervezas con ccin escupitajos del camarero,non-sexist,non-sexist,anger
6361,es,que peligrosa la mujer que se entrega por completo porque con el tiempo se gana el puesto de reina uno el puesto del obediente enamorado,sexist,stereotyping-dominance,joy
6362,es,se les llama manspreading los hombres ocupando demasiado espacio en el transporte pblico suea arsenal,non-sexist,non-sexist,fear
6363,es,confirma la condena miembros de lamanada por grabar la violacin grupal ratifica la sentencia aos meses de prisin de multa impuesta antonio manuel alfonso por los vdeos fotografas que tomaron de la violacin grupal,sexist,sexual-violence,fear
6364,es,entre el minuto gol de las zorras despus su respectiva felacion en el camarin la vieja de pobla que tienen de arquero los colocolistas sigue gritando como sirena de bombero,non-sexist,non-sexist,fear
6365,es,penspero no seria mejor no utero no osea yo lo hablo con mi primo el pibe dice no opina tiene pito yo quedo como man opina no entiendo no podes opinar,sexist,ideological-inequality,joy
6366,es,para ellos el ser humano es feliz si puede elegir sea lo que sea obviando la desnaturalizacin que eso conlleva ejla mujer es feliz ahora que puede elegir entre hacer el bien tener una familia el mal no tenerla no como antes que solo poda hacer el bien,sexist,stereotyping-dominance,joy
6367,es,pero una bella seorita como tu no puede estar as de amargada,sexist,objectification,anger
6368,es,la diferencia entre una mujer una nia es demasiada,sexist,stereotyping-dominance,fear
6369,es,es que eres una puta reina dilo,sexist,misogyny-non-sexual-violence,joy
6370,es,me quiero follar una naranja sus deliciosas curvas me excitan demasiado tanto que me hacen llegar al orgasmo de solo verlas me gustara darle unas fuertes nalgadas sus blancas suaves pompas joder me tienes demente ni puedo verte en el supermercado porque se me pone dura,non-sexist,non-sexist,joy
6371,es,chimpay un pueblo con mucho feminismo pero de cartn,non-sexist,non-sexist,anger
6372,es,me risa que las feministas vivan diciendo falocentrismo no androcentrismo,sexist,ideological-inequality,joy
6373,es,le falla el trasero la cadera en eso se nota que no es una mujer de verdad,sexist,objectification,fear
6374,es,vato con el que pueda filmarme haciendo la lagartona,non-sexist,non-sexist,joy
